,product,brand,price ($),life_stage,special_diet,review_num,review_star,ingredients,protein,fat,fiber,moisture,
503,"Wysong Geriatrx Dry Cat Food, 5-lb bag",Wysong,15.62,Adult,normal,19,3.8,"Chicken Meal, Chicken, Turkey Meal, Brown Rice, Peas, Oat Groats, Potato Protein, Chicken Fat (preserved with Mixed Tocopherols), Flaxseeds, Dried Plain Beet Pulp, Natural Flavor, Sesame Seeds, Montmorillonite Clay, Crab Meal, Dried Whey, Salt, Taurine, Calcium Carbonate, Colostrum, Dried Tomato Pomace, Calcium Propionate (a preservative), Chicken Cartilage, Choline Chloride, Organic Barley Grass Powder, Dried Blueberry Powder, Dried Kelp, Dried Yogurt, Yeast Extract, Citric Acid (a preservative), Dried Kale, Dried Spinach, Dried Carrots, Apple Pectin, Fish Oil, Mixed Tocopherols (a preservative), Rosemary Extract, Inulin, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product, Pepper.",34.00%,15.00%,6.00%,10.00%,
504,FirstMate Grain Friendly Indoor Cat Formula Cat Food,FirstMate,29.99,Adult,"Grain-Free, High-Protein, Pea-Free, No Corn No Wheat No Soy, Flax-Free, Indoor",,5,"Chicken Meal, Ocean Fish Meal,  Oatmeal,  Brown Rice,  Chicken Fat (Preserved with Mixed Tocopherols), Phosphoric acid,  DL Methionine,  Choline Chloride, Dicalcium Phosphate,  Taurine,  Calcium Propionate,  Blueberries, Raspberries,  Cranberries,  Minerals  (Zinc Proteinate  Iron Proteinate  Calcium Carbonate  Manganese Proteinate  Copper Proteinate  Sodium selenite  Calcium Iodate),  Vitamins  (Vitamin E Supplement  Niacin  Thiamine mononitrate  D-pantothenic Acid  Vitamin A Supplement  Riboflavin  Pyridoxine Hydrochloride  Biotin  Vitamin B12 Supplement  Vitamin D3 Supplement  Folic Acid ),  Kale,  Yeast Extract.",35%,12%,4%,10%,
505,Go! Solutions Carnivore Grain-Free Salmon + Cod Recipe Dry Cat Food,Go!,16.99,Adult,"Gluten Free, Grain-Free, No Corn No Wheat No Soy, Natural",,4.5,"De-Boned Salmon, De-Boned Cod, Salmon Meal, Herring Meal, Peas, Lentils, Whole Dried Egg, Potatoes, Chicken Fat (Preserved With Mixed Tocopherols), Natural Flavour, De-Boned Trout, Tapioca, Salmon Oil, Dried Chicory Root, Cranberries, Apples, Carrots, Dicalcium Phosphate, Dried Lactobacillus Acidophilus Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Phosphoric Acid, Choline Chloride, Potassium Chloride, Sodium Chloride, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, L-Ascorbyl-2-Polyphosphate (A Source Of Vitamin C), Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Beta-Carotene, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Zinc Oxide, Manganese Proteinate, Copper Sulphate, Calcium Iodate, Ferrous Sulphate, Manganous Oxide, Sodium Selenite), Dried Aspergillus Oryzae Fermentation Extract, Dried Bacillus Subtilis Fermentation Extract, Dl-Methionine, Taurine, Yucca Schidigera Extract, Dried Rosemary.",42.00%,16.00%,2.50%,10.00%,
506,CANIDAE Grain-Free PURE Ancestral Diet Freeze-Dried Raw Coated Fish Formula with Salmon Dry Cat Food,CANIDAE,24.99,Adult,"Grain-Free, No Corn No Wheat No Soy, Raw, High-Protein",11,2.5,"Salmon, Tuna, Whitefish Meal, Chicken Meal, Turkey Meal, Peas, Dried Egg, Chicken Fat, Suncured Alfalfa, Lamb Meal, Potatoes, Natural Flavor, Flaxseed, Freeze-Dried Salmon, Minerals (Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Zinc Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide, Manganous Oxide, Sodium Selenite), Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, Vitamin A Supplement, Biotin, Calcium Pantothenate, Menadione Sodium Bisulfite Complex, Riboflavin, Pyridoxine Hydrochloride (Vitamin B6), Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Choline Chloride, Dl-Methionine, Taurine, Mixed Tocopherols (A Preservative), Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Trichoderma Longibrachiatum Fermentation Extract.",40.00%,18.00%,3.50%,9.00%,
507,Nature's Logic Feline Sardine Meal Feast All Life Stages Dry Cat Food,Nature's Logic,14.34,Adult,"High-Protein, No Corn No Wheat No Soy, Gluten Free, Pea-Free, Natural",28,3.8,"Sardine Meal, Millet, Chicken Fat (Preserved With Mixed Tocopherols), Pumpkin Seed, Yeast Culture, Alfalfa Nutrient Concentrate, Montmorillonite Clay, Dried Kelp, Spray Dried Porcine Plasma, Dried Tomato, Almonds, Dried Chicory Root, Dried Carrot, Dried Apple, Dried Pumpkin, Dried Apricot, Dried Blueberry, Dried Spinach, Dried Broccoli, Dried Cranberry, Parsley, Dried Artichoke, Rosemary, Dried Mushroom, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifidobacterium Bifidium Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Bacillus Coagulans Fermentation Product, Dried Pineapple Extract, Dried Aspergillus Niger Fermentation Extract, Dried Aspergillus Oryzae Fermentation Extract, Dried Trichoderma Longibrachiatum Fermentation Extract.",38.00%,16.00%,5.00%,9.00%,
508,Annamaet Grain-Free Feline Sustain No. 29 Fish Formula Dry Cat Food,Annamaet,19.99,Adult,"Grain-Free, No Corn No Wheat No Soy, Non-GMO, Sensitive Digestion, Low Glycemic, Human-Grade, Indoor",18,4,"Cod Heads, Turkey Meal, Whitefish Meal, Chickpeas, Tapioca, Green Peas, Chicken Fat (Preserved with Mixed Tocopherols (Vitamin E)), Egg Product, Pea Protein Isolate, Menhaden Oil (Preserved with Mixed Tocopherols (Vitamin E)), Dried Cranberry Powder, Dried Blueberry Powder, Algae Meal, Natural Flavoring, Lecithin, Potassium Chloride, Choline Chloride, Turmeric, Taurine, Magnesium Sulfate, Sodium Chloride, DL Methionine, L Lysine, Oligofructose, Lactobacillus Acidophilus Fermentation Product Dehydrated, Zinc Proteinate, Yucca Schidigera, Vitamin E Supplement, Iron Proteinate, Niacin Supplement, Thiamine Mononitrate, Manganese Proteinate, Biotin, Vitamin A Acetate, Pyridoxine Hydrochloride, Riboflavin Supplement, Copper Proteinate, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid, Sodium Selenite, Calcium Iodate.",37.00%,16.00%,3.00%,10.00%,
509,"Triumph Chicken, Rice & Sweet Potato Recipe Dry Cat Food",Triumph,10.89,Adult,No Corn No Wheat No Soy,37,3.1,"Deboned Chicken, Chicken Meal, Whole Ground Barley, Oatmeal, Whole Ground Rice, Fish Meal, Chicken Fat (Preserved with Mixed Tocopherols), Turkey Meal, Dried Cellulose, Natural Chicken Flavor, Potatoes, Peas, Whole Carrots, Whole Sweet Potatoes, Peas, Cranberries, Blueberries, Flaxseed Meal, Barley Grass, Dried Parsley, Alfalfa Meal, Dried Kelp, Taurine, Salt, Yucca Schidigera Extract, L-Carnitine, L-Lysine, Dried Chicory Root, Beta Carotene, Vitamins: Choline Chloride, Vitamin E Supplement, Vitamin A Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Niacin, Folic Acid, Biotin, Vitamin B12 Supplement, Minerals: Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Manganese Amino Acid Chelate, Copper Amino Acid Chelate, Sodium Selenite, Calcium Iodate, Potassium Chloride, Calcium Carbonate, Brewers Dried Yeast, Zinc Sulfate, Dried Lactobacillus Acidolphilus Fermentation Product, Bacillus Subtilis Fermentation Product, Dried Enterococcus Faecium Fermentation Product.",32.00%,15.00%,4.50%,10.00%,
510,"Addiction Grain-Free Duck Royale Dry Cat Food, 4-lb bag",Addiction,19.99,Adult,"Grain-Free, Gluten Free, No Corn No Wheat No Soy",24,4.6,"Duck, Salmon Meal, Peas, Tapioca, Fish Meal, Chicken Fat (preserved with mixed tocopherols), Flaxseed, Cranberries, Dried Brewers Yeast, Canola Oil, Natural Flavor, Sodium Chloride, Vitamin E Supplement, Niacin (Vitamin B3), Calcium Pantothenate (Vitamin B5), Vitamin A Supplement, Thiamine Mononitrate (Vitamin B1), Riboflavin Supplement, Pyridoxine Hydrochloride (Vitamin B6), Biotin (Vitamin B7), Vitamin B12 Supplement , Vitamin D3 Supplement, Folic Acid (Vitamin B9), Taurine, Choline Chloride, Magnesium Sulfate, Zinc Sulfate, Ferrous Sulfate, Calcium Carbonate, Copper Sulfate, Manganese Sulfate, Calcium Iodate, Cobalt Sulfate, Sodium Selenite, Green Tea Extract, Rosemary Extract, and Spearmint Extract.",30%,16%,3.50%,10%,
511,Beaverdam Pet Food Sheila's Pick Adult Maintenance Formula Dry Cat Food,Beaverdam Pet Food,33.3,Adult,"Gluten Free, Indoor, No Corn No Wheat No Soy, Sensitive Digestion, Weight Control",,3.5,"Chicken Meal, Whole Grain Sorghum, Chicken Fat (Preserved With  Mixed Tocopherols),Brown Rice, Fish Meal, Dried Egg, Flax Seed, Dehydrated Alfalfa Meal, Natural Chicken Flavor, Potassium Chloride, Kelp Meal, Salt, Montmorillonite,  Yeast Culture, Monosodium Phosphate, Sodium Bisulfate, Vitamins (Vitamin E Supplement, Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Vitamin B12 Supplement, Biotin, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Folic Acid) Minerals (Calcium Carbonate, Ferrous Sulfate, Zinc Sulfate, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Copper Sulfate, Sodium Selenite, Copper Amino Acid Chelate, Manganese Sulfate, Manganese Amino Acid Chelate, Calcium Iodate, Cobalt Carbonate) Dried Chicory Root, Choline Chloride, Lecithin, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Acidophilus Fermentation Product, Dried Aspergillus Niger Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Yucca Schidigera Extract, Taurine, Mixed Tocopherols And Citric Acid (Preservatives),  Rosemary Extract.",30.00%,12.00%,3.00%,10.00%,
512,"Wysong Nurture with Quail Dry Dog & Cat Food, 5-lb bag",Wysong,23.99,Adult,"High-Protein, Gluten Free, No Corn No Wheat No Soy",35,4.4,"Chicken Meal, Chicken, Turkey Meal, Freeze-Dried Quail, Brown Rice, Peas, Pea Protein, Chicken Fat (preserved with Mixed Tocopherols), Flaxseeds, Dried Plain Beet Pulp, Natural Flavor, Sesame Seeds, Dried Whey, Montmorillonite Clay, Crab Meal, Salt, Taurine, Calcium Carbonate, Colostrum, Dried Tomato Pomace, Calcium Propionate (a preservative), Choline Chloride, Coconut Oil, Organic Barley Grass Powder, Dried Blueberry Powder, Dried Kelp, Dried Yogurt, Citric Acid (a preservative), Dried Kale, Dried Spinach, Dried Carrots, Apple Pectin, Fish Oil, Yeast Extract, Mixed Tocopherols (a preservative), Rosemary Extract, Inulin, Yeast Culture, Minerals (Potassium Chloride, Zinc Proteinate, Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Ascorbic Acid [source of Vitamin C], Vitamin E Supplement, Niacin Supplement, Calcium Pantothenate, Vitamin A Supplement, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Biotin, Vitamin B12 Supplement, Folic Acid), Dried Aspergillus Oryzae Fermentation Product, Dried Enterococcus Faecium Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bacillus Subtilis Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Lactobacillus Lactis Fermentation Product, Pepper.",41.00%,16.00%,5.00%,10.00%,
513,Nutrisca Grain-Free Salmon Recipe Dry Cat Food,Nutrisca,13.99,Adult,"High-Protein, Grain-Free, Low Glycemic, No Corn No Wheat No Soy, Gluten Free",63,3.8,"Salmon, Menhaden Fish Meal, Chickpeas, Pea Protein, Peas, Salmon Meal, Natural Flavor, Sunflower Oil (Preserved with Mixed Tocopherols), Tomato Pomace, Potassium Chloride, Choline Chloride, Dl Methionine, Cranberries, Blueberries, Apples, Taurine, Carrots, Celery, Parsley, Lettuce, Watercress, Spinach, Beets, Zinc Sulfate, Iron Sulfate, Niacin, Vitamin E Supplement, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Calcium Pantothenate, Manganese Sulfate, Copper Proteinate, Thiamine Mononitrate, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin A Actetate, Manganese Proteinate, Iodine Iodate, Folic Acide, Cobalt Proteinate, Selenium Selenite, Biotin, Cobalt Carbonate, Vitamin B12 Supplement, Vitamin D3 Supplement, Rosemary Extract.",36.00%,16.00%,5.50%,10.00%,
514,Gather Free Acres Organic Free-Run Chicken Dry Cat Food,Gather,44.99,Adult,"Gluten Free, Grain-Free, Organic, No Corn No Wheat No Soy, Non-GMO",21,3.8,"Organic Chicken, Organic Dehydrated Chicken, Organic Peas, Lentils, Chicken Fat (Preserved With Mixed Tocopherols), Organic Flaxseed, Natural Chicken Flavor, Blueberries, Cranberries, Egg Shell Meal, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, Inositol, L-Ascorbyl-2-Polyphosphate (A Source Of Vitamin C), Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Dl-Methionine, Taurine, Dried Rosemary.",30%,16%,4.50%,10%,
515,Inception Fish Recipe Dry Cat Food,Inception,12.99,Adult,No Corn No Wheat No Soy,,3.9,"Whitefish, Whitefish Meal, Oats, Millet, Sunflower Oil, Milo, Ground Flaxseeds, Natural Flavors, Calcium Carbonate, Tricalcium Phosphate, Choline Chloride, Taurine, Fructooligosaccharide, Salt, Dandelion Greens, Minerals (Zinc Proteinate, Manganese Proteinate, Copper Proteinate, Magnesium Proteinate, Sodium Selenite, Calcium Iodate), Vitamins (Thiamine Mononitrate, Niacin Supplement, Vitamin E Supplement, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid)",30%,14%,7%,10%,
516,"Farmers Market Whitefish & Salmon Recipe & Olive Oil Dry Cat Food, 3-lb bag",Farmers Market,11.46,Adult,No Corn No Wheat No Soy,,4.2,"Salmon, Menhaden Fish Meal, Peas, Lentils, Pea Flour, Chicken Meal, Chicken Fat (Preserved With Mixed Tocopherols), Rice, Flaxseed, Chickpeas,  Natural Flavors,  Dried Egg Product, Salt, Olive Oil (Preserved With Mixed Tocopherols), Vitamins (Choline Chloride, A -Tocopherol Acetate (Source Of Vitamin E), Niacin, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Source Of Vitamin B1),  Menadione Sodium Bisulfite Complex (Source Of Vitamin K), Vitamin A Acetate,  Pyridoxine Hydrochloride (Source Of Vitamin B6), Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Vitamin D3 Supplement, Folic Acid), Dried Chicory Root (Inulin), Potassium Chloride, Taurine, Minerals (Ferrous Sulfate,  Zinc Amino Acid Chelate, Zinc Sulfate, Iron Amino Acid Chelate, Copper Sulfate, Sodium Selenite, Copper Amino Acid Chelate, Manganese Sulfate,  Manganese Amino Acid Chelate, Calcium Iodate), Parsley Flakes, Kelp Meal, Dl-Methionine, Inositol, Yucca Schidigera Extract.",30%,16%,5%,10%,
517,Blackwood Chicken Meal & Rice Recipe Lean Dry Cat Food,Blackwood,31.99,Adult,"No Corn No Wheat No Soy, Weight Control, Pea-Free",23,4.4,"Chicken Meal, Brown Rice, Millet, Ground Grain Sorghum, Oat Groats, Egg Product, Pea Protein, Menhaden Fish Meal, Brewers Dried Yeast, Natural Flavor, Chicken Fat (Preserved with Mixed Tocopherols), Dried Plain Beet Pulp, Whole Ground Flaxseed, DL-Methionine, Menhaden Fish Oil (Preserved with Mixed Tocopherols), Potassium Chloride, L-Lysine, Lecithin, Taurine, Dried Cranberries, Dried Blueberries, L-Ascorbyl-2-Polyphosphate, Yucca Schidigera Extract, Calcium Carbonate, Vitamin E Supplement, Niacin Supplement, Mixed Tocopherols, Dried Seaweed Meal, Thiamine Monoitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, d-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Biotin, Folic Acid, Potassium Chloride, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Calcium Iodate, Sodium Selenite, Dried Lactobacillus casei Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product, Dried Bifidobacterium animalis Fermentation Product, Dried Lactobacillus reuteri Fermentation Product.",30.00%,9.00%,3.20%,10.00%,
518,Tuscan Natural Carne Grain-Free Dry Cat Food,Tuscan Natural,25.22,Adult,"Grain-Free, High-Protein",12,4.8,"Chicken Meal, Chicken, Turkey Meal, Turkey Peas, Chicken Fat (Preserved with Mixed Tocopherols), Herring Meal, Olive Oil (Preserved with Mixed Tocopherols), Potatoes, Pea Fiber, Natural Flavor, Flaxseed, Apples, Carrots, Cranberries, Herring Oil, Tomatoes, Pumpkin, Dried Chickory Root, Dehydrated Alfalfa Meal, DL-Methionine, Vitamin E Supplement, Calcium Carbonate, Choline Chloride, Vitamin A Supplement, Vitamin D-3 Supplement, Niacin Supplement, d-Calcium Pantothenate, Vitamin B-12 Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Thiamine Mononitrate, Biotin, Folic Acid, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Ascorbic Acid, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Lactobacillus Plantarum Fermentation Product, Dried Enterococcus Faecium Fermentation Product.",40.00%,22.00%,3.00%,11.00%,
519,Blackwood Chicken Meal & Rice Recipe Adult Dry Cat Food,Blackwood,29.99,Adult,"No Corn No Wheat No Soy, Pea-Free",14,4.5,"Chicken Meal, Brown Rice, Ground Grain Sorghum, Millet, Chicken Fat (Preserved with Mixed Tocopherols), Egg Product, Herring Meal, Brewers Dried Yeast, Dried Plain Beet Pulp, Natural Flavor, Whole Ground Flaxseed, Menhaden Fish Oil, Lecithin, Carrot, Celery, Beet, Parsley, Lettuce, Watercress, Spinach, Dl-Methionine, Potassium Chloride, L-Lysine, Salt, Taurine, Choline Chloride, Cranberry, Calcium Carbonate, Yucca Schidigera Extract, Monosodium Phosphate, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Ascorbic Acid, Biotin, D-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Vitamin D3 Supplement, Citric Acid, Folic Acid, Iron Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate.",30.00%,17.00%,3.00%,10.00%,
520,Hound & Gatos Grain-Free Cage Free Chicken Recipe Dry Cat Food,Hound & Gatos,14.62,Adult,"High-Protein, Limited Ingredient Diet, Grain-Free, Pea-Free, Natural, Low Glycemic",,4,"Deboned Chicken, Egg, Sweet Potato, Tapioca, Chicken Fat (Preserved With Mixed Tocopherols), Natural Chicken Flavor, Flaxseed, Minerals (Calcium Phosphate, Calcium Carbonate, Magnesium Proteinate, Potassium Chloride, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Calcium Iodate), Salt, Yeast Hydrolysate (Source Of Beta-Glucans), Cranberries, Blueberries, Broccoli, Dandelion Greens, Choline Chloride, Vitamins (Niacinamide, Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Pantothenic Acid, Riboflavin, Pyridoxine Hydrochloride, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Natural Mixed Tocopherols, Taurine.",29%,17%,2.50%,10%,
